KINETIC_KINEMATIC::RFT::DistEndPos
File	Frame	X 	Y 	Z 
 - 	402	0.988118	0.225261	0.146045
 - 	403	0.987778	0.225525	0.146068
 - 	404	0.987459	0.225486	0.146030
 - 	405	0.987162	0.225817	0.146018
 - 	406	0.987201	0.226445	0.146062
 - 	407	0.987531	0.226827	0.146084
 - 	408	0.988251	0.227333	0.146106
 - 	409	0.988943	0.227780	0.146073
 - 	410	0.989376	0.227737	0.145807
 - 	411	0.990167	0.227761	0.145536
 - 	412	0.991048	0.227738	0.145103
 - 	413	0.991606	0.228313	0.144471
 - 	414	0.991819	0.229580	0.143499
 - 	415	0.992243	0.231251	0.142381
 - 	416	0.992368	0.233453	0.141056
 - 	417	0.992890	0.235907	0.139648
 - 	418	0.993403	0.238449	0.138052
 - 	419	0.993581	0.241197	0.136250
 - 	420	0.993317	0.244464	0.134363
 - 	421	0.991939	0.248883	0.132549
 - 	422	0.987624	0.255394	0.130646
 - 	423	0.980658	0.264611	0.128967
 - 	424	0.971663	0.276636	0.127895
 - 	425	0.963173	0.291564	0.127726
 - 	426	0.956195	0.309677	0.128709
 - 	427	0.950155	0.330715	0.130596
 - 	428	0.943310	0.354157	0.133196
 - 	429	0.935213	0.380242	0.136487
 - 	430	0.925355	0.408520	0.140510
 - 	431	0.914708	0.438469	0.145470
 - 	432	0.903864	0.469629	0.151447
 - 	433	0.892900	0.501327	0.158371
 - 	434	0.881791	0.533178	0.166279
 - 	435	0.870331	0.565033	0.174922
 - 	436	0.858720	0.596731	0.184195
 - 	437	0.847347	0.628116	0.193934
 - 	438	0.836294	0.658779	0.203912
 - 	439	0.825375	0.688208	0.213699
 - 	440	0.815459	0.716001	0.223270
 - 	441	0.806565	0.742099	0.232108
 - 	442	0.799129	0.766265	0.239851
 - 	443	0.792689	0.788512	0.246047
 - 	444	0.787249	0.808903	0.250421
 - 	445	0.782755	0.827191	0.252726
 - 	446	0.779127	0.843408	0.253144
 - 	447	0.776883	0.857727	0.251178
 - 	448	0.776217	0.870028	0.247050
 - 	449	0.777478	0.880579	0.240848
 - 	450	0.780508	0.888736	0.232636
 - 	451	0.784504	0.894784	0.222805
 - 	452	0.787692	0.900075	0.212451
 - 	453	0.790012	0.905616	0.204002
 - 	454	0.786422	0.913237	0.195478
 - 	455	0.785407	0.920082	0.188734
 - 	456	0.791837	0.925289	0.181872
 - 	457	0.800686	0.929359	0.173950
 - 	458	0.804650	0.933054	0.168979
 - 	459	0.807011	0.937076	0.164819
 - 	460	0.809340	0.941308	0.162218
 - 	461	0.810272	0.944677	0.160399
 - 	462	0.810657	0.947688	0.158954
 - 	463	0.810447	0.949788	0.157569
 - 	464	0.811023	0.951550	0.156180
 - 	465	0.811638	0.952982	0.154525
 - 	466	0.812306	0.954557	0.153134
 - 	467	0.812812	0.955928	0.152482
 - 	468	0.813386	0.957028	0.152196
 - 	469	0.813863	0.957854	0.152298
 - 	470	0.814579	0.958671	0.152439
 - 	471	0.814722	0.958761	0.152374
 - 	472	0.814819	0.958941	0.152197
 - 	473	0.814957	0.959137	0.151923
 - 	474	0.815130	0.959377	0.151566
 - 	475	0.815275	0.959632	0.151120
 - 	476	0.815657	0.960285	0.150561
 - 	477	0.815535	0.960258	0.149885
 - 	478	0.815419	0.960048	0.149184
 - 	479	0.815413	0.959935	0.148474
 - 	480	0.815440	0.960109	0.147529
 - 	481	0.815292	0.960726	0.146579
 - 	482	0.814977	0.962253	0.145333
 - 	483	0.814931	0.963205	0.143644
 - 	484	0.814903	0.964241	0.141773
 - 	485	0.815142	0.965995	0.139785
 - 	486	0.815493	0.968714	0.137786
 - 	487	0.815801	0.971572	0.135738
 - 	488	0.815727	0.975304	0.132809
 - 	489	0.815094	0.979070	0.129056
 - 	490	0.814438	0.983602	0.123834
 - 	491	0.814234	0.990007	0.113402
 - 	492	0.814330	0.996320	0.101735
 - 	493	0.819543	0.999326	0.090057
 - 	494	0.824365	1.004547	0.082166
 - 	495	0.828238	1.016731	0.083609
 - 	496	0.832915	1.044568	0.091928
 - 	497	0.832503	1.079232	0.099651
 - 	498	0.825356	1.121079	0.102350
 - 	499	0.812476	1.171664	0.104708
 - 	500	0.796119	1.226487	0.105207
 - 	501	0.780711	1.282857	0.105630
 - 	502	0.764603	1.342027	0.106536
 - 	503	0.748077	1.404648	0.108589
 - 	504	0.730317	1.469820	0.112810
 - 	505	0.711970	1.535750	0.118725
 - 	506	0.692323	1.602810	0.127383
 - 	507	0.675350	1.669327	0.138296
 - 	508	0.660042	1.735746	0.151863
 - 	509	0.646722	1.801987	0.168388
 - 	510	0.634080	1.867029	0.187395
 - 	511	0.621391	1.929731	0.208681
 - 	512	0.608350	1.989812	0.232311
 - 	513	0.598331	2.046440	0.256795
 - 	514	0.590256	2.099322	0.281920
 - 	515	0.583341	2.147649	0.306753
 - 	516	0.578222	2.190312	0.329673
 - 	517	0.575987	2.227024	0.348816
 - 	518	0.574854	2.257930	0.363075
 - 	519	0.575409	2.284183	0.368513
 - 	520	0.576470	2.306559	0.365164
 - 	521	0.577925	2.324761	0.353525
 - 	522	0.580342	2.338738	0.335823
 - 	523	0.584090	2.347959	0.313720
 - 	524	0.590906	2.359549	0.297402
 - 	525	0.597726	2.367737	0.277300
 - 	526	0.596269	2.381673	0.258559
 - 	527	0.588856	2.388197	0.246010
 - 	528	0.595130	2.394304	0.235422
 - 	529	0.602877	2.399004	0.224747
 - 	530	0.602366	2.401448	0.214979
 - 	531	0.600762	2.404989	0.208184
 - 	532	0.601637	2.410045	0.203814
 - 	533	0.602891	2.414474	0.200444
